epoch,train_loss,val_loss,val_roc_auc_score
1,1.3456711984994842,0.5159907341003418,0.8420124492796887
2,1.2900725711049057,0.5204172134399414,0.8552080223777461
3,1.2374916653933488,0.4832960069179535,0.8567282496931906
4,1.2323862668566816,0.47381892800331116,0.8611728415536171
5,1.221464216709137,0.4213128983974457,0.8615321680099948
6,1.2125783532153902,0.46635282039642334,0.8638373854301413
7,1.2038426584615483,0.4526134431362152,0.8604928853361637
8,1.1801265787890578,0.4400321841239929,0.8618970225657016
9,1.2234997669542869,0.4247806966304779,0.8610567514677103
10,1.1796889417753444,0.42133238911628723,0.8574192621093015
11,1.1665447657033214,0.4166644513607025,0.8639258350194036
12,1.165435408748041,0.4745572507381439,0.8582650613066216
13,1.156159551359537,0.4141389727592468,0.8563744513361417
14,1.156681722543371,0.460334837436676,0.8527922429710219
15,1.1347510995357994,0.46660053730010986,0.8604376043428748
16,1.1853625459933843,0.43673989176750183,0.8580660497307815
17,1.1118632289837664,0.438830703496933,0.8478888188662975
18,1.1082062383336344,0.46663403511047363,0.8577398918703771
19,1.1190381948872814,0.40222281217575073,0.8491050007186529
20,1.1144949725763065,0.43433406949043274,0.8557718885092925
21,1.1491494272637555,0.4250212609767914,0.851034307384435
