epoch,train_loss,val_loss,val_roc_auc_score
1,1.323364646639675,0.5296794176101685,0.8411775944973411
2,1.2731509353034198,0.501677393913269,0.8480718402700378
3,1.263774901861325,0.438527375459671,0.851155409780382
4,1.2506005379837006,0.46409451961517334,0.856377840758314
5,1.2418285859748721,0.45871788263320923,0.8583362523750385
6,1.2190136339049786,0.435311496257782,0.8568555021282467
7,1.2371761065442115,0.439517617225647,0.8617329554501163
8,1.2020625374279916,0.4390489459037781,0.8605016505854004
9,1.1823140133637935,0.4173004627227783,0.8616798819645681
10,1.1753230162430555,0.4295027256011963,0.8603742742200851
11,1.1907082544639707,0.456205815076828,0.8625555944761117
12,1.1836410616524518,0.442812442779541,0.8573703149380634
13,1.1555201604496688,0.4372379779815674,0.8600239892154677
14,1.1521412578877062,0.42793285846710205,0.859461410268658
15,1.137071407865733,0.462459921836853,0.8587608402594232
16,1.1554192954208702,0.44210106134414673,0.8549077052086319
17,1.1464922754094005,0.44200870394706726,0.8580496555530789
18,1.1356594082899392,0.4311852753162384,0.8559691749195938
19,1.11157897580415,0.4611378014087677,0.852206264794234
20,1.1238880660384893,0.4173891842365265,0.8499612563555499
21,1.0943551457021385,0.44675973057746887,0.8501629356006326
