epoch,train_loss,val_loss,val_roc_auc_score
1,0.7750724777579308,0.7120043635368347,0.7235083696886709
2,0.6187350391410291,0.4767521619796753,0.8169070895561996
3,0.5346848517656326,0.48735326528549194,0.8467927692683289
4,0.5159360868856311,0.5144016742706299,0.8503380781029414
5,0.49111918825656176,0.44332176446914673,0.8565901347005064
6,0.4858932960778475,0.5345463752746582,0.8594826396628772
7,0.46715177735313773,0.5128971934318542,0.8438471908204098
8,0.47300116857513785,0.37756142020225525,0.8583256376779289
9,0.4643054469488561,0.4493490159511566,0.8562823084843274
10,0.4578127842396498,0.44222989678382874,0.8557834177201754
11,0.45805867901071906,0.5296319127082825,0.8570996401617681
12,0.4556775870732963,0.5563352108001709,0.8557462662802917
13,0.44341179681941867,0.5449768304824829,0.850375229542825
14,0.44285216135904193,0.4285522699356079,0.8588563725334097
15,0.44333116337656975,0.5095786452293396,0.8535224872358268
16,0.44620756059885025,0.5507981181144714,0.8599072275472619
17,0.4377605733461678,0.476741224527359,0.8624812915963442
18,0.4441601191647351,0.5589681267738342,0.8546529524780011
19,0.426031774841249,0.522723913192749,0.8528431466208113
20,0.4361083200201392,0.516154408454895,0.854514961415576
21,0.4277199790813029,0.3924718201160431,0.8527051555583861
22,0.4302229410968721,0.48285427689552307,0.849043085055568
23,0.43021532567217946,0.5262317657470703,0.862990797057606
24,0.42194323148578405,0.4302142262458801,0.8538568501947797
25,0.4190072985365987,0.47673022747039795,0.8547484847519875
26,0.4202421591617167,0.5941699743270874,0.8542973601248289
27,0.4235119796358049,0.3865307569503784,0.8552102240762561
28,2.2689911518245935,2.5128209590911865,0.49338439002643064
29,2.053249086253345,0.6956750750541687,0.5
30,0.6931504877284169,0.6929375529289246,0.5
31,0.6931471787393093,0.6931473016738892,0.5
32,0.6931471843272448,0.6931475400924683,0.5
33,0.6931472234427929,0.6931473612785339,0.5
