epoch,train_loss,val_loss,val_roc_auc_score
1,0.8041566487342592,0.6922933459281921,0.6852151340660699
2,0.5935261760439191,0.5892433524131775,0.8163093975010043
3,0.5717100240881481,0.5211001634597778,0.8199610626397058
4,0.5126662282716661,0.5118372440338135,0.8411499912442444
5,0.497335268864556,0.5092263221740723,0.832692961402569
6,0.48299261265330845,0.4673241972923279,0.8466352146190216
7,0.48391638246793595,0.6282986402511597,0.8452291432750646
8,0.48341056278773714,0.5716813802719116,0.8507555702057088
9,0.47205492049928693,0.49702733755111694,0.8567506875843385
10,0.510705606331901,0.5007991790771484,0.8332955634071221
11,0.47777301593432353,0.5763530135154724,0.8467948783980056
12,0.4690137141280704,0.4203110635280609,0.8586563520431814
13,0.46409823402525885,0.41326338052749634,0.8596194851615694
14,0.4597718871775128,0.42958125472068787,0.8609482998382761
15,0.4461379027555859,0.4670111835002899,0.8604435562789069
16,0.4486588892482576,0.433992475271225,0.8604332553899402
17,0.43758661737517707,0.4190671145915985,0.8580846527055286
18,0.4513178898228539,0.5737051367759705,0.8600263702757547
19,0.4338980596216898,0.4975600242614746,0.8576648914801347
20,0.4332396023803287,0.45602256059646606,0.8649192925349458
21,0.42673455817358835,0.39071813225746155,0.859253803603251
22,0.42943741877873737,0.5555442571640015,0.8554991295748823
23,0.43397434221373665,0.5275585055351257,0.8547368637913451
24,0.42913354247335406,0.6888250708580017,0.849395852862102
25,0.42256210105759756,0.42143651843070984,0.8570185106974733
26,0.4172765092244224,0.6413069367408752,0.8521049866603487
27,0.4266996587079669,0.5731297731399536,0.8570957673647235
28,0.4217127722407144,0.39867496490478516,0.8523779602179669
29,0.41382340164411635,0.5206615924835205,0.8549737842375797
30,0.42480155683699106,0.7949187755584717,0.8568949000298725
